PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,10.0,34206556,the ease of applying and getting approved was very easy
10.0,10.0,34206557,no hassle very easy very professional
10.0,9.0,34206558,very simple and painless process
10.0,10.0,34206559,it was a efficient seamless and quick process that required very little effort from me
10.0,10.0,34206565,fast and not a lot of running around
10.0,10.0,34206566,i have had credit card debt piled high with crazy high interest and definitely thought it would be smarter if i just applied for one loan to pay them off so glad best egg gave me the opportunity help turn things around when no other lender would
10.0,9.0,34206567,ease
10.0,10.0,34206569,it was very quick and easy the offer appeared at a fortuitous time i was informed about the payment plan options
10.0,10.0,34206570,very impressed easy application and fast turn around
10.0,10.0,34206571,they answered all my questions in a quick and timely manner the man and the woman i spoke to on the phone were excellent with customer service
10.0,10.0,34206572,fast response and accepted me with no problem ðÿ™œðÿ�¾
10.0,10.0,34206573,ease of application
10.0,10.0,34206577,very easy to apply and the staff i talked to was very helpful and caring
10.0,10.0,34206578,kept me informed of status that the loan was in very prompt in response
10.0,10.0,34206580,good customer service
10.0,10.0,34206582, the offer came at just the right time it was a super easy process
10.0,10.0,34206584,very swift transaction
10.0,10.0,34206587,apply the form is very easy and understanding
10.0,10.0,34206588,fast
10.0,10.0,34206590,thank you how quick and easy it was to accomplish
10.0,10.0,34206591,clear and precise
10.0,10.0,34206592,quick online process with good personal data security
10.0,9.0,34206593,on my behalf the credit score its thkðÿ˜‰ merry christmas ðÿ‘šðÿ‘�âœ‹ and another words very important to meðÿ˜€and will keep going higher improment and score in my future and i please for the understanding for proveding me with the loanto keep going foward
10.0,10.0,34206594,super fast great communication
10.0,10.0,34206595,the representative i spoke with to inquire about a loan was super helpful friendly and patient in explaining each one of my pay back options
10.0,10.0,34206596,easy of process and that i was given  loan options to choose from
10.0,10.0,34206598,it was very easy to get a loan the representative was very friendly
10.0,10.0,34206599,be i had no problem
10.0,9.0,34206603,able to payoff credit cards and save money ceacj month my credit cards i am going to close and only keep my amex to manage spending
10.0,10.0,34206604,great rate and funds were deposited directly to my bank account i did get a fast answer for my personal loan the application process is so easy
10.0,10.0,34206605,the professional way it was handled from start to finish
10.0,10.0,34206606,best egg offered the best rate and monthly repayment options although they best egg only offers a max of  years to repay the loan the rate was still much better than other options i tried
10.0,10.0,34206607,absolutely easiest loan i have ever received in my life
10.0,9.0,34206608,i liked the way i received my load so soon
10.0,10.0,34206609,ease of qualification and funding
10.0,10.0,34206610,from the beginning i was given very clear options and what was necessary to apply the entire experience was outstanding
10.0,9.0,34206615,easy loan
10.0,10.0,34206616,no hassle followed the instructions and it worked
10.0,10.0,34206617,very easy understanding and quick
10.0,10.0,34206618,extremely easy to apply and given good consideration by bestegg
10.0,10.0,34206619,the customer service representatives were very courteous and knowledgeable
10.0,10.0,34206621,it was very easy and stress free
10.0,9.0,34206622,you guys was upfront with the quote
10.0,10.0,34206624,easy to apply personal contact with rep was pleasant quick response
10.0,7.0,34206625,my interest rate
8.0,8.0,34206627,so far i am pleased with my experience
10.0,9.0,34206628,easy application fast dispersal of funds
10.0,10.0,34206630,self satisfaction
10.0,10.0,34206633,fast decision
10.0,10.0,34206634,i used best egg in the past really can count on them for no matter what the need if any or just to boost your credit rating they were very reliable and cost effective
10.0,8.0,34206639,easy
10.0,10.0,34206641,other than a banking verification issue my bank was only listed for business accounts the process was simple and easy to complete my goal was to have the money available for use by wednesday your team had the funds transferred by tuesday
10.0,8.0,34206642,fast and easy
8.0,7.0,34206643,high apr
10.0,10.0,34206644,easy application
10.0,10.0,34206645,the ease of being qualified sent in the information it was verified and e funds deposited very simple no hassles
10.0,10.0,34206646,the time and easy to apply
10.0,10.0,34206650,friendly service via phone calls and the quickness of receiving my money
10.0,10.0,34206651,i needed  that was my truck and all my other credit card bills but it seems that my debt shows that i can not afford another loan but if you think about it if i needed to get all my payments together and have one payment given to only one creditor then i will be ok to pay  to  per month for at least  years but maybe more years for a lower monthly payment thanx so as new costumer i am so glad that you guys gave another chance well it is a happy moment since you guys helped me to get this loan i tried to get a loan thru you guys before but you denied me no hard feelings tho i wanted to consolidate my debt since i was struggling with my high  cards but i used a consolidation company that screw me over and my credit score got worse with their help plus i was not able to get no money even when i wanted to put all my bills in one i do not know if you guys also do autorefinancing since i want to lower my truck payment too
10.0,10.0,34206654,they were extremely professional and helpful the service was amazing once i uploaded the required documents i called customer service to make sure everything was in line
10.0,10.0,34206655,it was fast easy and stress free
10.0,10.0,34206656,very prompt completion of application quick payout on loan relatively easy to apply
10.0,9.0,34206657,process was very easy
8.0,8.0,34206659,during the online process your website dropped me and i had to call to complete process
10.0,10.0,34206660,very fast and simple
10.0,9.0,34206663,it was in my account in one day it was easy to navigate no pressure to take the loan
10.0,10.0,34206665,there was a quick turn around time
10.0,10.0,34206666,ease of completing the information speed of receiving the money and great customer service when calling with questions
10.0,10.0,34206667,ease of setting up
10.0,10.0,34206668,simple and quick without any onerous documentation requirements
10.0,10.0,34206669,the rates were great in comparison to two other places i checked before coming across best egg it was a fairly quick and easy process
10.0,10.0,34206671,the speed at which you evaluated and handled my loan request
10.0,10.0,34206672,very quick and professional
10.0,8.0,34206675,easy and low interest
10.0,10.0,34206676,the transaction was smooth my questions were answered promptly
10.0,10.0,34206677,the way the operator talked with me
10.0,10.0,34206678,quick very responsive and kept comtact every step of the way
